artists,disc_number,duration_ms,explicit,href,id,is_local,name,preview_url,track_number,type,uri,external_urls.spotify,popularity,album_name
Caetano Veloso,1,189615,FALSE,https://api.spotify.com/v1/tracks/1Mqte6Op3X3yD7QTptpbBp,1Mqte6Op3X3yD7QTptpbBp,FALSE,Meu Coco,https://p.scdn.co/mp3-preview/3fe7cce823bbc7e05b573a1130b1516736ef9c6f?cid=bed096ba738b4beaa51cf1bf50ceed15,1,track,spotify:track:1Mqte6Op3X3yD7QTptpbBp,https://open.spotify.com/track/1Mqte6Op3X3yD7QTptpbBp,41,Meu Coco
Caetano Veloso,1,245599,FALSE,https://api.spotify.com/v1/tracks/06SQ9CQMU5rsRLLhd2JGhr,06SQ9CQMU5rsRLLhd2JGhr,FALSE,Ciclâmen do Líbano,https://p.scdn.co/mp3-preview/74929572f5bc91296290475e82c8a4edf7c05aae?cid=bed096ba738b4beaa51cf1bf50ceed15,2,track,spotify:track:06SQ9CQMU5rsRLLhd2JGhr,https://open.spotify.com/track/06SQ9CQMU5rsRLLhd2JGhr,38,Meu Coco
Caetano Veloso,1,232114,FALSE,https://api.spotify.com/v1/tracks/4EuI8U1vNiNKcsevSGHfMY,4EuI8U1vNiNKcsevSGHfMY,FALSE,Anjos Tronchos,https://p.scdn.co/mp3-preview/1b4795abc156abab15c809217edffb7f9cb93194?cid=bed096ba738b4beaa51cf1bf50ceed15,3,track,spotify:track:4EuI8U1vNiNKcsevSGHfMY,https://open.spotify.com/track/4EuI8U1vNiNKcsevSGHfMY,39,Meu Coco
Caetano Veloso,1,251738,FALSE,https://api.spotify.com/v1/tracks/1TVrt7EWaqTLOSi8ZT1TG8,1TVrt7EWaqTLOSi8ZT1TG8,FALSE,Não Vou Deixar,https://p.scdn.co/mp3-preview/853d3b3d45b0d53452af2033a443397e524943f9?cid=bed096ba738b4beaa51cf1bf50ceed15,4,track,spotify:track:1TVrt7EWaqTLOSi8ZT1TG8,https://open.spotify.com/track/1TVrt7EWaqTLOSi8ZT1TG8,45,Meu Coco
Caetano Veloso,1,138866,FALSE,https://api.spotify.com/v1/tracks/4IEhFYs3I0iwODuKIwNPuJ,4IEhFYs3I0iwODuKIwNPuJ,FALSE,Autoacalanto,https://p.scdn.co/mp3-preview/b7704bf29fe9f1301ddfc60e9f226ba76eda596c?cid=bed096ba738b4beaa51cf1bf50ceed15,5,track,spotify:track:4IEhFYs3I0iwODuKIwNPuJ,https://open.spotify.com/track/4IEhFYs3I0iwODuKIwNPuJ,38,Meu Coco
Caetano Veloso,1,289807,FALSE,https://api.spotify.com/v1/tracks/5NQ0Nl45i2kxdB3wP4A44p,5NQ0Nl45i2kxdB3wP4A44p,FALSE,Enzo Gabriel,https://p.scdn.co/mp3-preview/f60ff3bcc2169a99d297c5357e316f1ef7e90969?cid=bed096ba738b4beaa51cf1bf50ceed15,6,track,spotify:track:5NQ0Nl45i2kxdB3wP4A44p,https://open.spotify.com/track/5NQ0Nl45i2kxdB3wP4A44p,37,Meu Coco
Caetano Veloso,1,241723,FALSE,https://api.spotify.com/v1/tracks/7FDVRQuzthfjvtCtmeAsFi,7FDVRQuzthfjvtCtmeAsFi,FALSE,GilGal,https://p.scdn.co/mp3-preview/934fe8035e1cdb11972441a65cb9b678b6eeeb75?cid=bed096ba738b4beaa51cf1bf50ceed15,7,track,spotify:track:7FDVRQuzthfjvtCtmeAsFi,https://open.spotify.com/track/7FDVRQuzthfjvtCtmeAsFi,37,Meu Coco
Caetano Veloso,1,188721,FALSE,https://api.spotify.com/v1/tracks/4wchNT7SdCct9PZfPtqIQH,4wchNT7SdCct9PZfPtqIQH,FALSE,Cobre,https://p.scdn.co/mp3-preview/d31d1fabc46ead493c5b94dc4cbcb0b7e1c1880b?cid=bed096ba738b4beaa51cf1bf50ceed15,8,track,spotify:track:4wchNT7SdCct9PZfPtqIQH,https://open.spotify.com/track/4wchNT7SdCct9PZfPtqIQH,35,Meu Coco
Caetano Veloso,1,224534,FALSE,https://api.spotify.com/v1/tracks/0Y8zkKLXfOJXKx52snADKS,0Y8zkKLXfOJXKx52snADKS,FALSE,Pardo,https://p.scdn.co/mp3-preview/7345a9081be3d56de9fafb9775d044a3db18aa85?cid=bed096ba738b4beaa51cf1bf50ceed15,9,track,spotify:track:0Y8zkKLXfOJXKx52snADKS,https://open.spotify.com/track/0Y8zkKLXfOJXKx52snADKS,36,Meu Coco
Caetano Veloso e Carminho,1,240355,FALSE,https://api.spotify.com/v1/tracks/4v0dwfxRuwR1l13h4xWFQY,4v0dwfxRuwR1l13h4xWFQY,FALSE,Você-Você,https://p.scdn.co/mp3-preview/7c60d9113b8873c3a87672ee655ccfef911edaca?cid=bed096ba738b4beaa51cf1bf50ceed15,10,track,spotify:track:4v0dwfxRuwR1l13h4xWFQY,https://open.spotify.com/track/4v0dwfxRuwR1l13h4xWFQY,40,Meu Coco
Caetano Veloso,1,212014,FALSE,https://api.spotify.com/v1/tracks/1pIwgYq2uM1Q2nu9DTODGP,1pIwgYq2uM1Q2nu9DTODGP,FALSE,Sem Samba Não Dá,https://p.scdn.co/mp3-preview/0bd155315de310003c71f7d6a5ac19b022fde1d7?cid=bed096ba738b4beaa51cf1bf50ceed15,11,track,spotify:track:1pIwgYq2uM1Q2nu9DTODGP,https://open.spotify.com/track/1pIwgYq2uM1Q2nu9DTODGP,53,Meu Coco
Caetano Veloso,1,182853,FALSE,https://api.spotify.com/v1/tracks/0JjKTZwZ8eCwpbgwQXbkiH,0JjKTZwZ8eCwpbgwQXbkiH,FALSE,Noite de Cristal,https://p.scdn.co/mp3-preview/93d930f7964b626047e3a01681f10ab522b5e5a0?cid=bed096ba738b4beaa51cf1bf50ceed15,12,track,spotify:track:0JjKTZwZ8eCwpbgwQXbkiH,https://open.spotify.com/track/0JjKTZwZ8eCwpbgwQXbkiH,36,Meu Coco
Caetano Veloso e Ivan Sacerdote,1,327547,FALSE,https://api.spotify.com/v1/tracks/0FEBedIA25nyxkv1wySDsR,0FEBedIA25nyxkv1wySDsR,FALSE,Peter Gast,,1,track,spotify:track:0FEBedIA25nyxkv1wySDsR,https://open.spotify.com/track/0FEBedIA25nyxkv1wySDsR,32,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote,1,179960,FALSE,https://api.spotify.com/v1/tracks/44FeUDFwSftFSLxmBJiSJ9,44FeUDFwSftFSLxmBJiSJ9,FALSE,Aquele Frevo Axé,,2,track,spotify:track:44FeUDFwSftFSLxmBJiSJ9,https://open.spotify.com/track/44FeUDFwSftFSLxmBJiSJ9,35,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote,1,256427,FALSE,https://api.spotify.com/v1/tracks/4DpC2O2U16KoUHBcRuBUpR,4DpC2O2U16KoUHBcRuBUpR,FALSE,Trilhos Urbanos,,3,track,spotify:track:4DpC2O2U16KoUHBcRuBUpR,https://open.spotify.com/track/4DpC2O2U16KoUHBcRuBUpR,34,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote,1,307912,FALSE,https://api.spotify.com/v1/tracks/57tNNwMHQEL8Y9j1wFTpPL,57tNNwMHQEL8Y9j1wFTpPL,FALSE,O Ciúme,,4,track,spotify:track:57tNNwMHQEL8Y9j1wFTpPL,https://open.spotify.com/track/57tNNwMHQEL8Y9j1wFTpPL,26,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote,1,289348,FALSE,https://api.spotify.com/v1/tracks/5r79xB9MsR1BIIMLl02mII,5r79xB9MsR1BIIMLl02mII,FALSE,Você Não Gosta De Mim - Ao Vivo Em Nova York / 2019,,5,track,spotify:track:5r79xB9MsR1BIIMLl02mII,https://open.spotify.com/track/5r79xB9MsR1BIIMLl02mII,26,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote,1,242709,FALSE,https://api.spotify.com/v1/tracks/1QiU2VWrAraCk8ljMP6lJX,1QiU2VWrAraCk8ljMP6lJX,FALSE,"Minha Voz, Minha Vida - Ao Vivo Em Nova York / 2019",,6,track,spotify:track:1QiU2VWrAraCk8ljMP6lJX,https://open.spotify.com/track/1QiU2VWrAraCk8ljMP6lJX,25,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote e Mosquito,1,189701,FALSE,https://api.spotify.com/v1/tracks/6u3zpJDlUi7yJONqdixLmF,6u3zpJDlUi7yJONqdixLmF,FALSE,Onde O Rio É Mais Baiano - Ao Vivo Em Nova York / 2019,,7,track,spotify:track:6u3zpJDlUi7yJONqdixLmF,https://open.spotify.com/track/6u3zpJDlUi7yJONqdixLmF,32,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote e Mosquito,1,233483,FALSE,https://api.spotify.com/v1/tracks/5mVzs9ECtDIgZzMjcCi6qE,5mVzs9ECtDIgZzMjcCi6qE,FALSE,Desde Que O Samba É Samba - Ao Vivo Em Nova York / 2019,,8,track,spotify:track:5mVzs9ECtDIgZzMjcCi6qE,https://open.spotify.com/track/5mVzs9ECtDIgZzMjcCi6qE,29,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Ivan Sacerdote,1,258967,FALSE,https://api.spotify.com/v1/tracks/2uWw6i5R54xxvuNzRXi88h,2uWw6i5R54xxvuNzRXi88h,FALSE,Manhatã - Ao Vivo Em Nova York / 2019,,9,track,spotify:track:2uWw6i5R54xxvuNzRXi88h,https://open.spotify.com/track/2uWw6i5R54xxvuNzRXi88h,23,Caetano Veloso & Ivan Sacerdote
Caetano Veloso e Moreno Veloso e Zeca Veloso e Tom Veloso,1,159700,FALSE,https://api.spotify.com/v1/tracks/4g9FZotDgtpioHkh3z92fp,4g9FZotDgtpioHkh3z92fp,FALSE,"Alegria, Alegria - Ao Vivo",,1,track,spotify:track:4g9FZotDgtpioHkh3z92fp,https://open.spotify.com/track/4g9FZotDgtpioHkh3z92fp,47,Ofertório (Ao Vivo)
Caetano Veloso e Zeca Veloso e Tom Veloso e Moreno Veloso,1,249151,FALSE,https://api.spotify.com/v1/tracks/6uTyql75fO49GqVRrBpi3s,6uTyql75fO49GqVRrBpi3s,FALSE,O Seu Amor - Ao Vivo,,2,track,spotify:track:6uTyql75fO49GqVRrBpi3s,https://open.spotify.com/track/6uTyql75fO49GqVRrBpi3s,39,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso e Tom Veloso,1,179447,FALSE,https://api.spotify.com/v1/tracks/5Za5LBkrwC7kw90ShVQKqF,5Za5LBkrwC7kw90ShVQKqF,FALSE,Boas Vindas - Ao Vivo,,3,track,spotify:track:5Za5LBkrwC7kw90ShVQKqF,https://open.spotify.com/track/5Za5LBkrwC7kw90ShVQKqF,41,Ofertório (Ao Vivo)
Zeca Veloso e Caetano Veloso e Moreno Veloso e Tom Veloso,1,221948,FALSE,https://api.spotify.com/v1/tracks/5yEOl0huND3DBIWnb39Twf,5yEOl0huND3DBIWnb39Twf,FALSE,Todo Homem - Ao Vivo,,4,track,spotify:track:5yEOl0huND3DBIWnb39Twf,https://open.spotify.com/track/5yEOl0huND3DBIWnb39Twf,51,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso e Zeca Veloso e Tom Veloso,1,135222,FALSE,https://api.spotify.com/v1/tracks/5lzoXf1XxDYB0pxLDiKQpi,5lzoXf1XxDYB0pxLDiKQpi,FALSE,Genipapo Absoluto - Ao Vivo,,5,track,spotify:track:5lzoXf1XxDYB0pxLDiKQpi,https://open.spotify.com/track/5lzoXf1XxDYB0pxLDiKQpi,37,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso,1,271093,FALSE,https://api.spotify.com/v1/tracks/41pIR82stNYrjo4UTadUdR,41pIR82stNYrjo4UTadUdR,FALSE,Um Passo À Frente - Ao Vivo,,6,track,spotify:track:41pIR82stNYrjo4UTadUdR,https://open.spotify.com/track/41pIR82stNYrjo4UTadUdR,39,Ofertório (Ao Vivo)
Caetano Veloso e Tom Veloso,1,189864,FALSE,https://api.spotify.com/v1/tracks/6Lw6qg6Eg2N3Xb8SiF7jhm,6Lw6qg6Eg2N3Xb8SiF7jhm,FALSE,Clarão - Ao Vivo,,7,track,spotify:track:6Lw6qg6Eg2N3Xb8SiF7jhm,https://open.spotify.com/track/6Lw6qg6Eg2N3Xb8SiF7jhm,35,Ofertório (Ao Vivo)
Moreno Veloso e Tom Veloso,1,207881,FALSE,https://api.spotify.com/v1/tracks/3riqh6qhhAfMbUOSWFp8B7,3riqh6qhhAfMbUOSWFp8B7,FALSE,De Tentar Voltar - Ao Vivo,,8,track,spotify:track:3riqh6qhhAfMbUOSWFp8B7,https://open.spotify.com/track/3riqh6qhhAfMbUOSWFp8B7,35,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso,1,126614,FALSE,https://api.spotify.com/v1/tracks/2fZy95ponNh0dWUHmN6OvM,2fZy95ponNh0dWUHmN6OvM,FALSE,A Tua Presença Morena - Ao Vivo,,9,track,spotify:track:2fZy95ponNh0dWUHmN6OvM,https://open.spotify.com/track/2fZy95ponNh0dWUHmN6OvM,36,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso,1,178909,FALSE,https://api.spotify.com/v1/tracks/6dOoikuJq30KBbNPAGXvDf,6dOoikuJq30KBbNPAGXvDf,FALSE,Trem Das Cores - Ao Vivo,,10,track,spotify:track:6dOoikuJq30KBbNPAGXvDf,https://open.spotify.com/track/6dOoikuJq30KBbNPAGXvDf,39,Ofertório (Ao Vivo)
Moreno Veloso e Tom Veloso,1,177338,FALSE,https://api.spotify.com/v1/tracks/1a7h2VKN96AvjPd9Bkv1Y3,1a7h2VKN96AvjPd9Bkv1Y3,FALSE,Um Só Lugar - Ao Vivo,,11,track,spotify:track:1a7h2VKN96AvjPd9Bkv1Y3,https://open.spotify.com/track/1a7h2VKN96AvjPd9Bkv1Y3,36,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso,1,155498,FALSE,https://api.spotify.com/v1/tracks/2vOmYcSXumsHBcoMuRhu9o,2vOmYcSXumsHBcoMuRhu9o,FALSE,Alexandrino - Ao Vivo,,12,track,spotify:track:2vOmYcSXumsHBcoMuRhu9o,https://open.spotify.com/track/2vOmYcSXumsHBcoMuRhu9o,34,Ofertório (Ao Vivo)
Caetano Veloso,1,225270,FALSE,https://api.spotify.com/v1/tracks/2dyO1eHqaTjNCRBEK7eOlo,2dyO1eHqaTjNCRBEK7eOlo,FALSE,Oração Ao Tempo - Ao Vivo,,13,track,spotify:track:2dyO1eHqaTjNCRBEK7eOlo,https://open.spotify.com/track/2dyO1eHqaTjNCRBEK7eOlo,50,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso e Zeca Veloso e Tom Veloso,1,104118,FALSE,https://api.spotify.com/v1/tracks/4kQjq5DWyqTqU1d0LpKgrR,4kQjq5DWyqTqU1d0LpKgrR,FALSE,Alguém Cantando - Ao Vivo,,14,track,spotify:track:4kQjq5DWyqTqU1d0LpKgrR,https://open.spotify.com/track/4kQjq5DWyqTqU1d0LpKgrR,38,Ofertório (Ao Vivo)
Caetano Veloso,1,115789,FALSE,https://api.spotify.com/v1/tracks/0gkeWFnkKD33PUusQO5osg,0gkeWFnkKD33PUusQO5osg,FALSE,Ofertório - Ao Vivo,,15,track,spotify:track:0gkeWFnkKD33PUusQO5osg,https://open.spotify.com/track/0gkeWFnkKD33PUusQO5osg,36,Ofertório (Ao Vivo)
Caetano Veloso,1,200045,FALSE,https://api.spotify.com/v1/tracks/1yiQ58cQrQH2xLF2AuvFq2,1yiQ58cQrQH2xLF2AuvFq2,FALSE,Reconvexo - Ao Vivo,,16,track,spotify:track:1yiQ58cQrQH2xLF2AuvFq2,https://open.spotify.com/track/1yiQ58cQrQH2xLF2AuvFq2,55,Ofertório (Ao Vivo)
Caetano Veloso e Zeca Veloso e Tom Veloso,1,202201,FALSE,https://api.spotify.com/v1/tracks/46zzG56N0WZaPNUkKZPX2B,46zzG56N0WZaPNUkKZPX2B,FALSE,Você Me Deu - Ao Vivo,,17,track,spotify:track:46zzG56N0WZaPNUkKZPX2B,https://open.spotify.com/track/46zzG56N0WZaPNUkKZPX2B,37,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso,1,176562,FALSE,https://api.spotify.com/v1/tracks/3ejU8JMenktibKkNz9dPBL,3ejU8JMenktibKkNz9dPBL,FALSE,O Leãozinho - Ao Vivo Em São Paulo / 2017,,18,track,spotify:track:3ejU8JMenktibKkNz9dPBL,https://open.spotify.com/track/3ejU8JMenktibKkNz9dPBL,57,Ofertório (Ao Vivo)
Caetano Veloso,1,211565,FALSE,https://api.spotify.com/v1/tracks/4FU85A6Sz8CRBC9Z8W8oIU,4FU85A6Sz8CRBC9Z8W8oIU,FALSE,Gente - Ao Vivo,,19,track,spotify:track:4FU85A6Sz8CRBC9Z8W8oIU,https://open.spotify.com/track/4FU85A6Sz8CRBC9Z8W8oIU,35,Ofertório (Ao Vivo)
Caetano Veloso e Moreno Veloso,1,147936,FALSE,https://api.spotify.com/v1/tracks/4IXZSkBJTgTm33uuBXfeug,4IXZSkBJTgTm33uuBXfeug,FALSE,Ninguém Viu - Ao Vivo,,20,track,spotify:track:4IXZSkBJTgTm33uuBXfeug,https://open.spotify.com/track/4IXZSkBJTgTm33uuBXfeug,32,Ofertório (Ao Vivo)
Caetano Veloso e Gilberto Gil,1,144866,FALSE,https://api.spotify.com/v1/tracks/2RcUIu5JZIlCgWidugtvfV,2RcUIu5JZIlCgWidugtvfV,FALSE,Back in Bahia - Ao Vivo,https://p.scdn.co/mp3-preview/b881519cd9e50048ec88e21ae1ed70d578fa01f9?cid=bed096ba738b4beaa51cf1bf50ceed15,1,track,spotify:track:2RcUIu5JZIlCgWidugtvfV,https://open.spotify.com/track/2RcUIu5JZIlCgWidugtvfV,45,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,140253,FALSE,https://api.spotify.com/v1/tracks/2vdqFQIx73cSoLuR1X7P9I,2vdqFQIx73cSoLuR1X7P9I,FALSE,Coração Vagabundo - Ao Vivo,https://p.scdn.co/mp3-preview/f721bd73fcb75d99c4ed168757a1d4e7a22aa8c7?cid=bed096ba738b4beaa51cf1bf50ceed15,2,track,spotify:track:2vdqFQIx73cSoLuR1X7P9I,https://open.spotify.com/track/2vdqFQIx73cSoLuR1X7P9I,33,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,213746,FALSE,https://api.spotify.com/v1/tracks/6rAx35vUXk4gNg8omdZkPG,6rAx35vUXk4gNg8omdZkPG,FALSE,Tropicália - Ao Vivo,https://p.scdn.co/mp3-preview/78851a9e3f2a70d2f165129a335a14562533e6f6?cid=bed096ba738b4beaa51cf1bf50ceed15,3,track,spotify:track:6rAx35vUXk4gNg8omdZkPG,https://open.spotify.com/track/6rAx35vUXk4gNg8omdZkPG,34,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,203520,FALSE,https://api.spotify.com/v1/tracks/2uIKrYhLAk4RhwkDQ2EbiL,2uIKrYhLAk4RhwkDQ2EbiL,FALSE,Marginália II - Ao Vivo,https://p.scdn.co/mp3-preview/6e39461c6345d18c3a6274a6bca665cb0b48e5bd?cid=bed096ba738b4beaa51cf1bf50ceed15,4,track,spotify:track:2uIKrYhLAk4RhwkDQ2EbiL,https://open.spotify.com/track/2uIKrYhLAk4RhwkDQ2EbiL,29,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,203546,FALSE,https://api.spotify.com/v1/tracks/4f5zr4fwJdf4z1FF9HosHQ,4f5zr4fwJdf4z1FF9HosHQ,FALSE,É Luxo Só - Ao Vivo,https://p.scdn.co/mp3-preview/aca7590040e6c81399a465dbd5c4bb24a82165da?cid=bed096ba738b4beaa51cf1bf50ceed15,5,track,spotify:track:4f5zr4fwJdf4z1FF9HosHQ,https://open.spotify.com/track/4f5zr4fwJdf4z1FF9HosHQ,30,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,153160,FALSE,https://api.spotify.com/v1/tracks/56Zp9cEujvZ5hzt7UmCstS,56Zp9cEujvZ5hzt7UmCstS,FALSE,É de Manhã - Ao Vivo,https://p.scdn.co/mp3-preview/4b022b56582bc9bd79031844e4afd1f20833ad0f?cid=bed096ba738b4beaa51cf1bf50ceed15,6,track,spotify:track:56Zp9cEujvZ5hzt7UmCstS,https://open.spotify.com/track/56Zp9cEujvZ5hzt7UmCstS,34,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,280013,FALSE,https://api.spotify.com/v1/tracks/39O8LrwU8MiZ3qKG1s1GtX,39O8LrwU8MiZ3qKG1s1GtX,FALSE,As Camélias do Quilombo do Leblon - Ao Vivo,https://p.scdn.co/mp3-preview/3db85019d82309651a683d5768bec1f776605fd1?cid=bed096ba738b4beaa51cf1bf50ceed15,7,track,spotify:track:39O8LrwU8MiZ3qKG1s1GtX,https://open.spotify.com/track/39O8LrwU8MiZ3qKG1s1GtX,28,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,181680,FALSE,https://api.spotify.com/v1/tracks/5dVCyiRqc040w8U3kbwNQY,5dVCyiRqc040w8U3kbwNQY,FALSE,Sampa - Ao Vivo,https://p.scdn.co/mp3-preview/6e0b1d9884a29bbc64341f39e943aaa55ed3289b?cid=bed096ba738b4beaa51cf1bf50ceed15,8,track,spotify:track:5dVCyiRqc040w8U3kbwNQY,https://open.spotify.com/track/5dVCyiRqc040w8U3kbwNQY,39,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,331453,FALSE,https://api.spotify.com/v1/tracks/1fz0PPQgJ8YSnoS86YZrWU,1fz0PPQgJ8YSnoS86YZrWU,FALSE,Terra - Ao Vivo,https://p.scdn.co/mp3-preview/f396d843a0834f9ed9fbb48c4154ab4460a670a1?cid=bed096ba738b4beaa51cf1bf50ceed15,9,track,spotify:track:1fz0PPQgJ8YSnoS86YZrWU,https://open.spotify.com/track/1fz0PPQgJ8YSnoS86YZrWU,32,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,180026,FALSE,https://api.spotify.com/v1/tracks/2xXSHzTBs5X9wwtsg7rcBt,2xXSHzTBs5X9wwtsg7rcBt,FALSE,Nine Out of Ten - Ao Vivo,https://p.scdn.co/mp3-preview/0275d8dbda309c94c8dae48b9233bfe810e56ae4?cid=bed096ba738b4beaa51cf1bf50ceed15,10,track,spotify:track:2xXSHzTBs5X9wwtsg7rcBt,https://open.spotify.com/track/2xXSHzTBs5X9wwtsg7rcBt,29,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,178973,FALSE,https://api.spotify.com/v1/tracks/09A6klhYGoRV3I6fBQ0kqD,09A6klhYGoRV3I6fBQ0kqD,FALSE,Odeio - Ao Vivo,https://p.scdn.co/mp3-preview/e5a4f1bd24a465606212c0b9e4b2ea3376014b4b?cid=bed096ba738b4beaa51cf1bf50ceed15,11,track,spotify:track:09A6klhYGoRV3I6fBQ0kqD,https://open.spotify.com/track/09A6klhYGoRV3I6fBQ0kqD,27,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,166293,FALSE,https://api.spotify.com/v1/tracks/0P3weiGX3wX1FZunKsIzbu,0P3weiGX3wX1FZunKsIzbu,FALSE,Tonada de Luna Llena - Ao Vivo,https://p.scdn.co/mp3-preview/3277604d479107d41c13439bf8611daa50af7a67?cid=bed096ba738b4beaa51cf1bf50ceed15,12,track,spotify:track:0P3weiGX3wX1FZunKsIzbu,https://open.spotify.com/track/0P3weiGX3wX1FZunKsIzbu,25,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,1,168253,FALSE,https://api.spotify.com/v1/tracks/7lmwhxMD7JBfVXvNDeqqjt,7lmwhxMD7JBfVXvNDeqqjt,FALSE,Eu Vim da Bahia - Ao Vivo,https://p.scdn.co/mp3-preview/8efefe50fbf07c553ad85167e9f5ae0148d2978a?cid=bed096ba738b4beaa51cf1bf50ceed15,13,track,spotify:track:7lmwhxMD7JBfVXvNDeqqjt,https://open.spotify.com/track/7lmwhxMD7JBfVXvNDeqqjt,31,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,2,239080,FALSE,https://api.spotify.com/v1/tracks/2B2ax80ayD1T80pMtcK05k,2B2ax80ayD1T80pMtcK05k,FALSE,Super Homem (A Canção) - Ao Vivo,https://p.scdn.co/mp3-preview/96859a1deb83cfd0178351f3ad91eee61325a3be?cid=bed096ba738b4beaa51cf1bf50ceed15,1,track,spotify:track:2B2ax80ayD1T80pMtcK05k,https://open.spotify.com/track/2B2ax80ayD1T80pMtcK05k,31,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,2,159853,FALSE,https://api.spotify.com/v1/tracks/1brMYfUh5otDMdaF8fmQud,1brMYfUh5otDMdaF8fmQud,FALSE,Come prima - Ao Vivo,https://p.scdn.co/mp3-preview/273b2754528c209899738db37b22d6cb84d9643e?cid=bed096ba738b4beaa51cf1bf50ceed15,2,track,spotify:track:1brMYfUh5otDMdaF8fmQud,https://open.spotify.com/track/1brMYfUh5otDMdaF8fmQud,26,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,2,257213,FALSE,https://api.spotify.com/v1/tracks/1TX5og7ekOX834NX38E4gk,1TX5og7ekOX834NX38E4gk,FALSE,Esotérico - Ao Vivo,https://p.scdn.co/mp3-preview/8626dfb9d492ff9c6879d27155f7d15fd053177b?cid=bed096ba738b4beaa51cf1bf50ceed15,3,track,spotify:track:1TX5og7ekOX834NX38E4gk,https://open.spotify.com/track/1TX5og7ekOX834NX38E4gk,43,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,2,247306,FALSE,https://api.spotify.com/v1/tracks/6t1VlT48aFAvsv8Re8KKtp,6t1VlT48aFAvsv8Re8KKtp,FALSE,Tres Palabras - Ao Vivo,https://p.scdn.co/mp3-preview/cebb7542dcd04e9beba0c5bc6f8242c8ff26ade6?cid=bed096ba738b4beaa51cf1bf50ceed15,4,track,spotify:track:6t1VlT48aFAvsv8Re8KKtp,https://open.spotify.com/track/6t1VlT48aFAvsv8Re8KKtp,25,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,2,253146,FALSE,https://api.spotify.com/v1/tracks/5qxjQbQmorMVXQFMof0Ont,5qxjQbQmorMVXQFMof0Ont,FALSE,Drão - Ao Vivo,https://p.scdn.co/mp3-preview/174ee4497da9cc0881baa4d350483cd82151df90?cid=bed096ba738b4beaa51cf1bf50ceed15,5,track,spotify:track:5qxjQbQmorMVXQFMof0Ont,https://open.spotify.com/track/5qxjQbQmorMVXQFMof0Ont,40,"Dois Amigos, um Século de Música (Ao Vivo)"
Caetano Veloso e Gilberto Gil,2,275306,FALSE,https://api.spotify.com/v1/tracks/7dWFLwmfKouDd6FRhXDtWu,7dWFLwmfKouDd6FRhXDtWu,FALSE,Não Tenho Medo da Morte - Ao Vivo,https://p.scdn.co/mp3-preview/b6215ea18a95e198906349023d98f553b4b2fbfd?cid=bed096ba738b4beaa51cf1bf50ceed15,6,track,spotify:track:7dWFLwmfKouDd6FRhXDtWu,https://open.spotify.com/track/7dWFLwmfKouDd6FRhXDtWu,25,"Dois Amigos, um Século de Música (Ao Vivo)"
